lead_id,created_at,zone,job_type,weekday_day,weekday_eve,weekend,budget_max,urgency,hours_wanted,pref_gender,language,is_returning,source
L02232,2026-01-17,Z27,repair,1,0,1,38.0,none,30,any,en,0,organic
L00119,2026-01-17,Z05,install,0,1,0,42.0,deadline,20,any,en,0,paid_search
L01798,2026-01-17,Z11,repair,1,0,1,40.0,none,10,any,en,0,paid_search
L01928,2026-01-17,Z12,install,1,1,1,31.0,none,20,any,en,0,organic
L00796,2026-01-17,Z02,install,0,0,0,35.0,none,20,any,tr,0,paid_search
L02646,2026-01-17,Z18,install,1,1,0,38.0,deadline,30,any,en,1,organic
L01712,2026-01-17,Z13,install,0,1,1,39.0,none,20,any,ur,0,paid_search
L01283,2026-01-17,Z08,install,0,1,1,34.0,none,20,any,ro,0,paid_search
L00579,2026-01-17,Z09,install,1,1,1,38.0,deadline,30,any,en,0,paid_search
L00575,2026-01-17,Z19,install,0,1,0,43.0,none,20,any,pl,0,paid_search
L00647,2026-01-17,Z01,repair,0,0,1,47.0,none,10,any,tr,0,organic
L00950,2026-01-17,Z01,install,0,1,0,36.0,emergency,20,any,en,0,paid_search
L01747,2026-01-17,Z22,repair,0,1,0,36.0,none,20,any,en,0,organic
L01435,2026-01-17,Z27,repair,1,0,0,31.0,none,20,any,en,0,organic
L00279,2026-01-17,Z02,install,0,1,0,41.0,deadline,20,any,en,0,paid_search
L00257,2026-01-17,Z19,install,1,1,0,28.0,none,20,any,pl,0,referral
L02615,2026-01-17,Z07,install,0,1,1,34.0,deadline,30,any,en,0,organic
L02300,2026-01-17,Z06,repair,0,1,1,38.0,none,20,any,ur,0,organic
L01737,2026-01-17,Z13,install,1,0,0,39.0,deadline,20,any,tr,0,paid_search
L00064,2026-01-17,Z06,install,1,1,0,36.0,none,20,any,pl,1,paid_search
L02289,2026-01-17,Z05,install,0,1,1,38.0,emergency,30,any,ur,0,paid_search
L00314,2026-01-17,Z10,repair,0,1,1,42.0,none,10,any,en,0,paid_search
L00911,2026-01-17,Z11,install,0,1,0,33.0,deadline,20,any,tr,0,organic
L00807,2026-01-18,Z14,install,0,0,1,42.0,emergency,40,any,ro,0,paid_search
L01866,2026-01-18,Z15,repair,0,1,1,43.0,none,30,any,ro,0,organic
L01360,2026-01-18,Z09,install,0,1,1,36.0,none,30,any,ro,0,paid_search
L00403,2026-01-18,Z19,repair,0,1,1,36.0,emergency,10,F,pl,0,paid_search
L01660,2026-01-18,Z30,repair,1,0,0,37.0,emergency,30,F,en,0,paid_search
L00151,2026-01-18,Z08,install,1,0,1,35.0,deadline,10,any,en,0,paid_search
L02447,2026-01-18,Z11,install,0,1,1,31.0,none,10,any,tr,0,paid_search
L00405,2026-01-18,Z30,install,1,0,1,32.0,none,10,any,ur,0,paid_search
L02574,2026-01-18,Z20,repair,1,0,0,,none,20,any,en,0,paid_search
L02106,2026-01-18,Z26,install,1,0,1,35.0,deadline,10,any,pl,0,paid_search
L01488,2026-01-18,Z20,repair,0,1,1,22.0,none,30,any,en,0,paid_search
L00306,2026-01-18,Z27,repair,1,1,0,34.0,none,10,any,en,0,organic
L00311,2026-01-18,Z30,repair,1,0,1,39.0,none,20,F,en,0,referral
L02549,2026-01-18,Z19,repair,0,1,1,37.0,deadline,20,any,pl,0,organic
L01502,2026-01-18,Z25,install,0,0,0,33.0,deadline,20,F,en,0,paid_search
L00243,2026-01-19,Z06,repair,0,1,0,34.0,none,10,any,en,0,paid_search
L00014,2026-01-19,Z29,install,1,1,0,42.0,none,10,any,en,0,paid_search
L00478,2026-01-19,Z11,repair,1,1,1,39.0,none,30,F,ur,0,paid_search
L00602,2026-01-19,Z10,repair,0,0,1,40.0,emergency,30,any,ro,1,paid_search
L00136,2026-01-19,Z13,install,1,1,0,33.0,deadline,20,any,en,0,paid_search
L00301,2026-01-19,Z02,install,1,1,1,46.0,deadline,30,any,pl,0,paid_search
L00935,2026-01-19,Z27,install,0,1,1,46.0,none,20,any,tr,0,paid_search
L01091,2026-01-19,Z07,install,0,1,0,44.0,none,10,any,en,0,organic
L00886,2026-01-19,Z08,repair,1,0,0,,none,10,any,en,0,paid_search
L02234,2026-01-19,Z09,install,0,0,1,47.0,none,20,any,en,0,organic
L00316,2026-01-19,Z12,repair,0,0,1,47.0,none,20,any,pl,0,paid_search
L02014,2026-01-19,Z29,install,0,0,1,41.0,none,20,F,en,0,paid_search
L00105,2026-01-19,Z02,repair,0,0,0,27.0,none,20,any,ur,0,organic
L00716,2026-01-19,Z17,repair,0,1,1,37.0,emergency,20,any,pl,0,paid_search
L01917,2026-01-19,Z22,repair,0,1,1,44.0,none,20,any,ur,0,organic
L00155,2026-01-19,Z22,repair,0,1,0,35.0,none,20,F,ur,0,paid_search
L00439,2026-01-19,Z25,repair,0,1,0,42.0,none,30,F,ro,0,organic
L02803,2026-01-19,Z08,repair,0,0,0,39.0,deadline,10,any,pl,0,paid_search
L02342,2026-01-19,Z30,install,0,0,1,35.0,none,20,F,ur,0,paid_search
L01183,2026-01-20,Z26,repair,0,0,1,29.0,deadline,10,any,tr,0,paid_search
L00743,2026-01-20,Z22,repair,1,0,1,37.0,none,10,any,en,0,organic
L01233,2026-01-20,Z01,repair,1,0,1,42.0,none,20,any,en,0,paid_search
L01274,2026-01-20,Z19,repair,1,0,1,39.0,deadline,10,any,pl,0,paid_search
L02959,2026-01-20,Z25,repair,1,0,1,46.0,deadline,30,any,ro,0,paid_search
L01619,2026-01-20,Z15,repair,1,1,0,46.0,emergency,30,any,en,0,paid_search
L00687,2026-01-20,Z01,install,1,1,0,43.0,none,30,F,pl,0,paid_search
L00131,2026-01-20,Z27,install,0,1,1,42.0,emergency,20,any,ro,0,referral
L02356,2026-01-20,Z06,repair,0,1,1,37.0,none,20,any,ro,0,referral
L00756,2026-01-20,Z04,install,0,0,1,43.0,none,10,any,ro,0,paid_search
L00584,2026-01-20,Z05,install,1,0,0,33.0,deadline,40,any,en,0,paid_search
L01288,2026-01-20,Z14,install,1,1,1,51.0,none,20,any,ur,0,organic
L01110,2026-01-20,Z17,install,0,1,1,52.0,deadline,30,F,en,0,paid_search
L02631,2026-01-20,Z16,install,1,1,0,32.0,none,10,any,tr,0,organic
L00188,2026-01-20,Z01,install,1,1,1,31.0,none,10,F,ur,0,referral
L02378,2026-01-20,Z17,repair,0,0,1,43.0,none,40,F,en,0,organic
L02511,2026-01-20,Z01,repair,0,1,1,40.0,deadline,10,any,tr,0,organic
L02625,2026-01-20,Z25,repair,0,0,0,42.0,none,30,F,en,0,paid_search
L01171,2026-01-20,Z15,repair,0,1,1,37.0,emergency,20,any,ur,0,paid_search
L02527,2026-01-20,Z03,install,0,1,0,39.0,none,20,F,en,0,paid_search
L01881,2026-01-20,Z03,repair,1,1,0,38.0,none,10,any,en,0,paid_search
L01895,2026-01-20,Z21,install,0,1,0,33.0,none,20,any,en,0,paid_search
L00272,2026-01-20,Z12,repair,0,1,1,41.0,none,40,any,en,0,paid_search
L01400,2026-01-20,Z25,install,0,1,1,26.0,none,20,any,ro,0,paid_search
L01943,2026-01-20,Z09,repair,0,0,0,,none,40,any,en,1,paid_search
L00652,2026-01-20,Z17,repair,0,0,1,41.0,none,20,any,ro,1,organic
L00862,2026-01-20,Z03,install,0,0,1,40.0,emergency,20,any,tr,0,referral
L01911,2026-01-21,Z15,install,1,1,0,36.0,none,40,any,tr,0,paid_search
L02259,2026-01-21,Z20,install,0,1,0,30.0,deadline,30,any,en,0,organic
L02411,2026-01-21,Z18,install,0,0,1,38.0,none,10,any,ur,0,paid_search
L02051,2026-01-21,Z02,install,0,1,0,42.0,deadline,20,any,en,0,organic
L00464,2026-01-21,Z10,install,1,1,1,28.0,deadline,20,F,en,0,organic
L00895,2026-01-21,Z25,install,0,0,0,39.0,none,20,any,ro,0,organic
L02499,2026-01-21,Z18,repair,0,1,0,33.0,deadline,20,any,ur,0,paid_search
L00540,2026-01-21,Z04,install,0,1,0,36.0,none,10,any,en,0,organic
L00449,2026-01-21,Z07,install,1,1,0,38.0,none,10,any,en,0,referral
L02936,2026-01-21,Z25,install,0,1,1,35.0,none,20,any,en,0,paid_search
L02276,2026-01-21,Z30,repair,0,0,0,36.0,emergency,10,any,en,0,organic
L00574,2026-01-21,Z11,repair,1,1,0,36.0,emergency,20,any,en,0,paid_search
L01376,2026-01-21,Z06,repair,0,0,0,39.0,none,40,any,tr,0,paid_search
L01142,2026-01-21,Z03,repair,0,0,0,32.0,none,30,any,en,0,organic
L01160,2026-01-21,Z23,repair,0,0,1,40.0,deadline,10,any,ur,0,paid_search
L00816,2026-01-21,Z05,repair,1,1,1,29.0,none,10,any,tr,0,paid_search
L02076,2026-01-21,Z28,install,0,1,0,47.0,emergency,20,any,tr,0,paid_search
L01988,2026-01-21,Z29,repair,1,1,0,26.0,deadline,10,any,en,0,paid_search
L01964,2026-01-21,Z21,repair,1,1,1,28.0,deadline,20,any,ur,0,organic
L02533,2026-01-21,Z08,install,0,0,0,35.0,none,20,any,en,0,organic
L02776,2026-01-21,Z10,install,0,1,0,44.0,emergency,30,F,en,0,paid_search
L01307,2026-01-21,Z16,install,1,1,1,32.0,none,10,any,ur,0,organic
L01060,2026-01-21,Z27,repair,1,1,1,41.0,none,20,any,tr,0,referral
L00778,2026-01-21,Z05,repair,0,0,0,37.0,deadline,40,any,pl,0,organic
L01565,2026-01-21,Z28,repair,0,1,0,37.0,deadline,30,F,pl,0,paid_search
L01871,2026-01-21,Z12,repair,0,1,0,34.0,deadline,20,any,tr,0,organic
L01427,2026-01-21,Z26,install,0,1,0,28.0,emergency,10,any,en,0,organic
L02655,2026-01-21,Z11,repair,1,0,1,45.0,deadline,10,any,en,0,organic
L01163,2026-01-21,Z14,install,1,1,1,43.0,none,20,any,ur,0,paid_search
L00331,2026-01-21,Z24,repair,1,1,1,44.0,deadline,40,any,tr,0,paid_search
L01806,2026-01-21,Z12,repair,0,0,0,41.0,none,30,F,tr,0,paid_search
L00074,2026-01-21,Z26,repair,0,1,0,33.0,deadline,40,any,ro,0,paid_search
L01019,2026-01-21,Z07,install,1,1,0,38.0,deadline,10,F,en,0,paid_search
L02241,2026-01-22,Z18,install,0,1,0,26.0,none,20,any,ur,0,organic
L00532,2026-01-22,Z27,repair,0,0,0,34.0,deadline,10,any,en,0,paid_search
L00707,2026-01-22,Z05,install,1,1,0,,none,20,any,en,0,organic
L01576,2026-01-22,Z16,repair,0,1,0,43.0,deadline,10,any,en,0,paid_search
L02961,2026-01-22,Z18,repair,1,0,1,,emergency,20,any,en,0,paid_search
L01193,2026-01-22,Z23,repair,0,1,0,46.0,emergency,10,any,en,0,paid_search
L00650,2026-01-22,Z24,install,0,1,1,41.0,deadline,20,F,en,0,organic
L02968,2026-01-22,Z01,install,1,1,1,,deadline,20,any,en,0,organic
L02872,2026-01-22,Z14,install,1,1,1,39.0,none,10,any,en,0,paid_search
L02502,2026-01-22,Z18,install,0,1,0,31.0,deadline,10,any,ro,1,paid_search
L02710,2026-01-22,Z16,repair,1,1,1,,none,30,any,en,0,organic
L02597,2026-01-22,Z19,repair,1,1,0,45.0,none,20,any,pl,0,paid_search
L02463,2026-01-22,Z09,install,1,1,1,36.0,none,20,any,en,0,paid_search
L02633,2026-01-22,Z02,install,0,0,1,,none,30,F,en,0,paid_search
L01703,2026-01-22,Z19,install,0,0,1,,none,30,F,tr,0,organic
L01770,2026-01-22,Z23,install,0,1,1,36.0,deadline,30,any,en,0,paid_search
L00169,2026-01-22,Z25,repair,1,1,1,30.0,none,20,any,en,0,organic
L00689,2026-01-22,UNKNOWN,install,0,1,1,36.0,none,30,any,ro,0,paid_search
L02679,2026-01-23,Z25,repair,0,0,1,40.0,none,10,any,en,0,organic
L01759,2026-01-23,Z09,install,0,0,0,32.0,none,20,any,ur,1,organic
L00053,2026-01-23,Z30,repair,0,1,0,,deadline,10,any,pl,0,paid_search
L02735,2026-01-23,UNKNOWN,install,1,1,0,37.0,none,10,any,en,0,paid_search
L02583,2026-01-23,Z20,repair,0,0,1,,deadline,10,any,en,0,paid_search
L01728,2026-01-23,Z26,install,0,1,1,50.0,deadline,20,any,tr,0,referral
L01218,2026-01-23,Z23,repair,0,1,1,32.0,none,30,any,en,0,organic
L00242,2026-01-23,Z29,repair,0,0,0,48.0,deadline,10,F,tr,0,organic
L02100,2026-01-23,Z11,install,0,0,1,41.0,none,10,F,ro,0,paid_search
L02733,2026-01-23,Z10,install,1,1,1,30.0,none,20,any,en,0,referral
L01028,2026-01-23,Z08,install,1,0,1,,deadline,30,any,ro,0,paid_search
L02862,2026-01-23,Z05,repair,0,1,1,41.0,deadline,30,any,en,0,organic
L02305,2026-01-23,Z04,repair,1,1,1,41.0,none,20,any,ur,0,paid_search
L00499,2026-01-23,Z05,install,0,0,0,32.0,none,20,any,en,0,organic
L02812,2026-01-23,Z08,install,1,1,0,,emergency,10,any,en,0,referral
L01805,2026-01-23,Z27,repair,0,1,0,42.0,none,20,F,en,0,referral
L02612,2026-01-23,Z03,repair,1,1,1,38.0,none,30,any,ro,0,referral
L00993,2026-01-23,Z02,repair,1,0,1,29.0,none,20,any,en,0,paid_search
L00176,2026-01-23,Z27,install,1,1,0,39.0,deadline,40,F,en,0,paid_search
L00994,2026-01-23,Z29,repair,0,1,1,37.0,emergency,30,any,en,0,paid_search
L02067,2026-01-23,Z27,repair,0,1,1,32.0,deadline,20,any,en,0,referral
L01282,2026-01-23,Z14,install,0,0,1,37.0,emergency,20,any,en,1,paid_search
L02297,2026-01-23,Z01,install,0,0,1,41.0,deadline,10,any,ur,0,paid_search
L01195,2026-01-23,UNKNOWN,repair,0,0,1,40.0,emergency,10,any,en,0,organic
L01836,2026-01-23,Z24,install,0,1,1,47.0,none,20,any,ro,0,paid_search
L02894,2026-01-23,Z10,install,0,0,1,45.0,none,20,any,tr,0,organic
L00803,2026-01-24,Z13,repair,1,0,0,38.0,none,10,any,tr,0,paid_search
L00671,2026-01-24,Z02,install,0,1,0,50.0,none,20,F,ro,0,organic
L02011,2026-01-24,Z25,repair,1,0,1,30.0,emergency,20,any,en,0,paid_search
L00295,2026-01-24,Z11,install,0,1,0,40.0,deadline,20,any,ur,0,organic
L02222,2026-01-24,Z11,repair,1,0,0,35.0,none,30,any,ur,0,paid_search
L01648,2026-01-24,Z04,install,0,1,0,45.0,none,20,any,pl,0,organic
L01727,2026-01-24,UNKNOWN,install,0,0,1,38.0,none,30,any,pl,0,referral
L00226,2026-01-24,Z28,install,1,1,0,44.0,deadline,20,F,ur,0,referral
L00137,2026-01-24,Z04,repair,1,0,1,39.0,deadline,20,any,en,0,paid_search
L01387,2026-01-24,Z20,install,0,1,0,43.0,none,30,F,en,0,paid_search
L00793,2026-01-24,Z30,repair,1,0,0,29.0,none,20,any,en,0,organic
L02372,2026-01-24,Z28,install,1,1,0,37.0,none,30,F,ur,0,paid_search
L02729,2026-01-24,Z07,repair,0,0,0,26.0,deadline,30,any,en,0,paid_search
L02829,2026-01-24,Z16,repair,0,1,0,30.0,deadline,20,any,tr,0,paid_search
L02472,2026-01-24,Z19,install,0,0,0,34.0,none,30,any,en,0,paid_search
L00194,2026-01-24,Z06,install,0,1,0,35.0,none,10,any,pl,0,organic
L00425,2026-01-24,Z27,repair,0,1,1,25.0,none,10,F,pl,0,paid_search
L01241,2026-01-24,Z13,install,0,0,1,31.0,none,10,any,ro,0,organic
L00089,2026-01-25,Z24,install,1,1,1,,none,40,any,en,0,paid_search
L00153,2026-01-25,Z20,repair,1,0,1,45.0,none,20,F,en,1,paid_search
L00171,2026-01-25,Z05,repair,0,1,1,37.0,deadline,20,F,ur,0,paid_search
L02804,2026-01-25,Z23,repair,0,1,1,45.0,deadline,20,any,ro,0,referral
L02879,2026-01-25,Z25,install,0,0,0,34.0,none,40,F,en,0,referral
L02454,2026-01-25,Z17,install,0,1,1,36.0,deadline,10,any,pl,0,referral
L01902,2026-01-25,Z19,install,0,1,1,46.0,none,20,any,en,0,paid_search
L02143,2026-01-25,Z03,install,0,1,0,45.0,deadline,10,any,ur,0,organic
L01682,2026-01-25,Z22,repair,0,1,0,40.0,deadline,10,any,ro,0,referral
L00455,2026-01-25,Z08,repair,1,1,1,42.0,none,10,any,ro,0,paid_search
L02310,2026-01-25,Z17,install,0,0,1,38.0,none,20,any,tr,0,paid_search
L01769,2026-01-25,Z12,repair,1,0,0,39.0,emergency,20,any,tr,0,paid_search
L01111,2026-01-25,Z24,install,1,0,0,47.0,none,40,any,ro,0,organic
L00281,2026-01-25,Z17,repair,0,1,0,42.0,none,30,any,en,0,paid_search
L00890,2026-01-25,Z14,install,0,1,1,27.0,deadline,20,any,en,0,referral
L01066,2026-01-25,Z05,repair,0,0,0,34.0,deadline,30,any,en,0,organic
L01538,2026-01-25,Z26,install,0,0,0,42.0,none,20,any,en,0,paid_search
L02358,2026-01-25,Z21,repair,0,1,0,39.0,none,10,any,en,0,organic
L01025,2026-01-25,Z29,install,0,1,0,45.0,deadline,20,any,en,0,organic
L00718,2026-01-25,Z04,repair,0,1,0,44.0,emergency,10,any,tr,0,paid_search
L02202,2026-01-25,Z15,install,0,1,0,43.0,deadline,40,any,ro,0,referral
L01669,2026-01-25,Z03,install,0,1,1,32.0,none,20,any,en,0,organic
L02123,2026-01-25,Z24,install,1,1,0,46.0,deadline,30,any,pl,0,paid_search
L01379,2026-01-25,Z20,repair,1,1,1,,none,30,any,en,0,paid_search
L00939,2026-01-25,Z13,install,0,0,1,32.0,deadline,10,any,en,0,organic
L01351,2026-01-25,Z05,install,0,0,0,48.0,none,40,any,pl,0,paid_search
L00547,2026-01-25,Z10,repair,1,1,1,29.0,none,10,any,en,0,referral
L00747,2026-01-26,Z24,repair,0,0,1,32.0,none,30,any,ro,0,paid_search
L00771,2026-01-26,Z08,repair,1,1,0,41.0,deadline,20,any,pl,0,organic
L02543,2026-01-26,Z18,repair,0,1,0,40.0,none,20,any,pl,0,paid_search
L02041,2026-01-26,Z10,repair,0,0,0,,deadline,30,any,en,0,organic
L02952,2026-01-26,Z10,install,0,0,1,36.0,none,20,any,en,0,referral
L02037,2026-01-26,Z16,repair,0,0,1,51.0,none,20,any,en,0,paid_search
L01033,2026-01-26,Z08,repair,0,0,1,34.0,deadline,20,F,en,0,paid_search
L02183,2026-01-26,Z20,repair,0,1,0,36.0,none,20,any,en,0,organic
L01678,2026-01-26,Z13,repair,0,1,0,50.0,none,10,any,pl,0,paid_search
L02956,2026-01-26,Z10,repair,1,1,0,40.0,none,20,any,en,0,organic
L00335,2026-01-26,Z19,repair,0,1,0,41.0,deadline,30,F,tr,0,referral
L01499,2026-01-26,Z30,install,1,1,0,35.0,emergency,10,any,en,0,organic
L01356,2026-01-26,Z16,repair,0,0,1,27.0,deadline,10,any,ro,0,paid_search
L01414,2026-01-26,Z04,install,0,1,0,41.0,none,20,any,en,0,organic
L00618,2026-01-26,Z01,install,1,1,1,32.0,emergency,10,any,pl,0,organic
L01426,2026-01-26,Z13,install,1,1,1,45.0,deadline,20,any,pl,0,paid_search
L00824,2026-01-26,Z16,install,1,1,1,29.0,deadline,40,any,ro,0,organic
L00537,2026-01-26,Z22,repair,0,1,1,46.0,none,20,any,pl,0,paid_search
L01629,2026-01-26,Z08,repair,0,0,1,36.0,none,20,any,en,0,paid_search
L02352,2026-01-26,Z21,install,0,1,1,33.0,none,20,any,ro,0,referral
L02418,2026-01-26,Z15,repair,0,1,1,30.0,none,10,any,tr,0,organic
L00852,2026-01-27,Z19,repair,0,0,0,33.0,deadline,20,any,pl,0,organic
L00054,2026-01-27,Z21,repair,1,1,1,31.0,none,20,any,ur,1,organic
L01540,2026-01-27,Z13,install,0,0,1,27.0,none,20,any,ro,0,organic
L02214,2026-01-27,Z18,install,1,1,1,42.0,none,40,F,en,0,organic
L02182,2026-01-27,Z02,install,0,0,0,47.0,none,10,any,ur,0,organic
L00714,2026-01-27,Z20,repair,0,0,1,28.0,none,20,any,ur,1,paid_search
L01476,2026-01-27,Z20,repair,1,0,1,37.0,none,20,any,tr,0,paid_search
L01075,2026-01-27,Z02,repair,0,1,1,46.0,deadline,20,any,en,0,organic
L02740,2026-01-27,Z03,install,0,1,0,42.0,deadline,10,any,pl,0,paid_search
L02521,2026-01-27,Z07,repair,0,1,1,37.0,none,20,any,en,0,paid_search
L00309,2026-01-27,UNKNOWN,install,1,0,1,38.0,deadline,20,any,en,0,paid_search
L00528,2026-01-27,Z11,install,0,0,1,39.0,deadline,10,any,en,0,paid_search
L01887,2026-01-27,Z21,install,0,1,0,42.0,none,40,any,ur,0,organic
L01914,2026-01-27,Z25,install,0,1,0,44.0,none,40,any,ur,0,paid_search
L01254,2026-01-27,Z22,install,0,1,0,37.0,none,30,any,en,0,paid_search
L01641,2026-01-27,Z23,repair,1,0,1,,deadline,30,any,en,0,organic
L01187,2026-01-27,Z06,install,0,0,0,35.0,none,10,any,en,1,paid_search
L01730,2026-01-27,Z12,install,1,0,0,32.0,none,30,any,pl,0,paid_search
L02638,2026-01-27,Z21,repair,0,1,0,32.0,none,20,any,en,0,referral
L01154,2026-01-27,Z12,repair,1,1,1,40.0,deadline,10,any,ur,0,organic
L02239,2026-01-27,Z13,install,1,1,0,35.0,none,20,any,en,0,organic
L00674,2026-01-27,Z30,install,0,0,0,42.0,none,40,any,en,0,organic
L01797,2026-01-27,Z02,repair,0,0,0,32.0,deadline,20,any,en,0,organic
L00156,2026-01-27,Z18,install,0,1,0,37.0,deadline,20,any,en,0,paid_search
L01882,2026-01-27,Z20,repair,0,0,0,30.0,deadline,20,any,en,0,paid_search
L01876,2026-01-27,Z04,repair,1,1,0,40.0,none,20,any,en,0,organic
L00120,2026-01-28,Z30,repair,0,0,0,45.0,none,10,any,pl,0,paid_search
L01367,2026-01-28,Z02,repair,0,1,1,33.0,none,10,any,en,0,paid_search
L01685,2026-01-28,Z06,install,0,1,1,37.0,deadline,20,any,ro,0,paid_search
L01366,2026-01-28,Z13,install,0,0,1,47.0,none,30,F,en,0,paid_search
L00482,2026-01-28,Z10,install,0,0,1,41.0,none,10,any,en,0,paid_search
L02060,2026-01-28,Z27,install,0,1,1,46.0,deadline,10,any,ur,0,organic
L00046,2026-01-28,Z06,install,1,1,1,33.0,deadline,20,any,en,0,paid_search
L01923,2026-01-28,Z16,repair,1,0,1,37.0,none,40,any,en,0,organic
L01863,2026-01-28,Z08,install,1,0,1,48.0,emergency,20,any,en,0,referral
L02537,2026-01-28,UNKNOWN,repair,1,1,0,32.0,none,30,any,en,0,referral
L02132,2026-01-28,Z08,install,0,0,1,25.0,deadline,10,F,tr,0,paid_search
L01469,2026-01-28,Z10,install,0,1,1,32.0,deadline,10,F,en,0,paid_search
L02727,2026-01-28,Z29,install,0,1,0,34.0,emergency,20,F,tr,0,paid_search
L01278,2026-01-28,Z08,repair,0,1,1,35.0,none,30,any,tr,0,organic
L01982,2026-01-28,Z07,repair,0,1,1,40.0,none,10,any,en,0,paid_search
L01527,2026-01-28,Z04,repair,0,1,0,43.0,none,30,any,ro,0,organic
L01097,2026-01-28,Z10,repair,0,1,0,28.0,none,30,any,en,0,referral
L01807,2026-01-28,Z05,repair,1,1,0,36.0,none,20,any,en,0,paid_search
L00685,2026-01-28,Z05,install,0,0,1,32.0,deadline,20,any,ro,0,paid_search
L02989,2026-01-28,Z14,install,0,1,1,38.0,deadline,10,any,en,0,paid_search
L00237,2026-01-28,Z03,install,0,1,1,27.0,deadline,20,F,en,1,paid_search
L02373,2026-01-28,Z22,install,0,1,0,,none,10,any,en,0,paid_search
L00896,2026-01-28,Z15,install,1,1,0,31.0,deadline,30,any,tr,0,referral
L00627,2026-01-29,Z22,repair,1,0,0,35.0,emergency,20,F,en,0,organic
L01611,2026-01-29,Z06,install,0,1,1,35.0,none,30,F,pl,0,paid_search
L02070,2026-01-29,Z05,install,0,0,1,29.0,none,10,any,en,0,organic
L02535,2026-01-29,Z01,install,0,1,0,35.0,deadline,10,any,tr,0,referral
L00899,2026-01-29,Z02,repair,1,0,1,28.0,deadline,30,any,en,0,paid_search
L01297,2026-01-29,Z13,install,0,1,1,37.0,none,10,F,ur,0,organic
L00868,2026-01-29,Z19,repair,0,1,0,49.0,none,20,any,en,0,paid_search
L01401,2026-01-29,Z16,repair,1,1,1,34.0,none,30,F,pl,1,paid_search
L00062,2026-01-29,Z11,install,0,0,1,31.0,none,20,any,en,0,paid_search
L02614,2026-01-29,Z16,repair,0,1,0,32.0,deadline,10,any,ur,1,paid_search
L02504,2026-01-29,Z09,repair,0,1,0,43.0,none,20,any,en,0,paid_search
L01080,2026-01-29,Z01,install,1,0,0,42.0,none,20,any,ro,0,paid_search
L02403,2026-01-29,Z20,repair,1,0,0,30.0,deadline,20,any,en,0,organic
L00446,2026-01-29,Z05,repair,0,1,1,,none,20,any,ro,0,paid_search
L02149,2026-01-29,Z24,install,1,0,1,24.0,none,20,any,en,0,paid_search
L00933,2026-01-29,Z07,install,1,1,0,39.0,none,40,any,en,0,paid_search
L02751,2026-01-29,Z24,repair,0,0,1,37.0,none,20,any,pl,0,organic
L01893,2026-01-29,Z25,install,1,0,1,48.0,none,40,F,ro,0,paid_search
L00713,2026-01-29,Z22,repair,0,1,1,47.0,none,40,any,ur,0,paid_search
L01894,2026-01-30,UNKNOWN,repair,1,0,1,30.0,none,10,any,en,0,paid_search
L01014,2026-01-30,Z02,install,0,1,1,50.0,none,20,any,en,0,paid_search
L00367,2026-01-30,Z02,repair,1,0,1,35.0,none,30,any,en,0,paid_search
L01249,2026-01-30,Z28,repair,0,1,0,36.0,emergency,20,F,tr,0,organic
L00536,2026-01-30,Z28,repair,0,1,0,37.0,none,10,any,en,0,paid_search
L01581,2026-01-30,Z11,install,1,0,1,41.0,none,10,any,en,0,paid_search
L01605,2026-01-30,Z28,repair,1,0,0,35.0,none,30,any,ro,0,organic
L01464,2026-01-30,Z26,install,1,1,0,45.0,none,20,any,en,0,organic
L01455,2026-01-30,Z06,repair,0,0,1,41.0,deadline,20,F,ur,0,referral
L01971,2026-01-30,Z18,repair,0,0,1,36.0,deadline,20,any,en,0,organic
L02429,2026-01-30,UNKNOWN,repair,0,0,1,35.0,emergency,30,any,en,0,paid_search
L01925,2026-01-30,Z05,install,0,0,1,40.0,none,30,F,pl,0,paid_search
L02509,2026-01-30,Z05,install,1,1,1,47.0,deadline,10,any,ro,0,referral
L02777,2026-01-30,Z02,repair,0,0,0,34.0,none,10,any,en,0,paid_search
L01202,2026-01-30,Z08,repair,1,1,0,43.0,none,20,any,en,0,organic
L00673,2026-01-30,Z24,repair,1,1,1,46.0,none,10,any,ur,0,paid_search
L01835,2026-01-30,Z14,install,1,0,0,51.0,none,20,any,en,0,referral
L02605,2026-01-30,Z03,install,0,0,1,36.0,emergency,40,any,en,0,paid_search
L02090,2026-01-30,Z29,install,0,1,1,28.0,none,10,any,en,1,paid_search
L02877,2026-01-30,Z11,install,0,0,0,32.0,deadline,40,any,en,0,paid_search
L02789,2026-01-31,Z26,install,0,1,1,35.0,none,20,F,en,1,paid_search
L02600,2026-01-31,Z15,repair,1,0,0,46.0,deadline,40,any,ur,0,paid_search
L00222,2026-01-31,Z13,install,0,1,0,36.0,emergency,30,any,pl,0,organic
L01087,2026-01-31,Z25,repair,1,1,0,39.0,none,40,F,en,0,paid_search
L00143,2026-01-31,Z15,repair,0,1,1,28.0,none,20,any,en,0,organic
L02906,2026-01-31,Z07,repair,0,1,0,37.0,none,20,any,ro,1,organic
L00626,2026-01-31,Z17,install,0,0,0,41.0,none,30,any,en,0,paid_search
L01220,2026-01-31,Z19,repair,1,1,0,34.0,none,20,F,en,0,organic
L00379,2026-01-31,Z26,repair,1,1,0,30.0,deadline,20,any,en,0,referral
L00506,2026-01-31,Z03,install,1,1,0,37.0,none,10,any,ur,0,paid_search
