feedback_id,created_at,author_type,channel,text,true_theme
F01244,2026-01-05,provider,review,Not happy. Top up went through on my card but the balance didn't change Cheers,credits_refund
F01245,2026-01-25,provider,survey,"Hidden fees for materials and disposal, not mentioned before",price_dispute
F01246,2026-02-08,provider,support,Notifications arrive hours late so I miss leads Thanks my number is 07700 900981,app_bug
F01247,2025-09-30,provider,support,"not happy. same customer sent to me twice, charged twice",lead_quality
F01248,2025-09-01,provider,review,"hi, customers keep saying they already found someone by the time i call would appreciate a reply",lead_quality
F01249,2026-02-11,customer,survey,"Snapped at me when I asked a question, made the whole thing uncomfortable Cheers",workmanship_quality
F01250,2026-02-21,customer,support,"Feedback: Asked for cash up front for the full job then said the rate had gone up This was in Z18 Regards,",price_dispute
F01251,2025-10-28,provider,support,"Kept coming back for the same fault each week, no real progress at all Cheers",workmanship_quality
F01252,2026-02-14,customer,support,"Explains things in a way that actually makes sense, worth every penny Otherwise fine -- This message was sent via the marketplace app",workmanship_quality
F01253,2026-02-15,customer,support,So Provider bought my lead but never contacted me Not impressed,provider_communication
F01254,2025-09-06,customer,review,"so filled in my details twice and heard nothing, is this site even active thanks",provider_communication
F01255,2025-10-18,customer,support,"Great tradesperson, tidy and methodical, highly recommend Please sort it out",workmanship_quality
F01256,2025-12-13,provider,review,So Map view is blank on my phone since the last update -- This message was sent via the marketplace app,app_bug
F01257,2026-02-20,customer,survey,"feedback: sent three messages, no reply for a week been using the site since december",provider_communication
F01258,2025-09-30,provider,support,"hi, getting enquiries from people who want work in three months, not now not impressed",lead_quality
F01259,2026-01-14,customer,support,"Quick one: Was late again by half an hour, third time this month",provider_no_show
F01260,2025-12-16,customer,survey,"Was late again by half an hour, third time this month Not impressed",provider_no_show
F01261,2025-11-19,provider,support,"Just to say Login loop on Android, keeps sending me back to the start screen Would appreciate a reply",app_bug
F01262,2025-12-21,customer,support,"feedback: no dust sheets, no mask, debris left all over a room with a baby in it please sort it out",safety_issue
F01263,2025-11-15,provider,survey,Notifications arrive hours late so I miss leads Second time this has happened,app_bug
F01264,2026-02-02,provider,survey,"So Was promised my money back for the fake enquiry, 5 days later still waiting",credits_refund
F01265,2025-11-17,customer,support,"Honestly, Explains things in a way that actually makes sense, worth every penny Been using the site since January",workmanship_quality
F01266,2026-01-30,provider,support,"FYI The refund button does nothing, credits just disappeared Second time this has happened",credits_refund
F01267,2025-10-14,customer,review,"hidden fees for materials and disposal, not mentioned before not impressed",price_dispute
F01268,2025-12-09,customer,review,??,noise
F01269,2026-01-24,customer,support,"so every visit had a clear plan and a recap at the end, finished in 13 days would appreciate a reply",workmanship_quality
F01270,2025-10-10,customer,survey,he simply didn't show up on saturday and went quiet afterwards,provider_no_show
F01271,2026-02-03,customer,review,Quick one: Asked for cash up front for the full job then said the rate had gone up This was in Z11,price_dispute
F01272,2025-10-11,provider,review,Feedback: Top up went through on my card but the balance didn't change Otherwise fine,credits_refund
F01273,2025-10-02,customer,support,"Just to say Explains things in a way that actually makes sense, worth every penny Second time this has happened Regards,",workmanship_quality
F01274,2026-02-28,customer,survey,"every visit had a clear plan and a recap at the end, finished in 8 days second time this has happened",workmanship_quality
F01275,2025-12-23,customer,support,"Hi, Great tradesperson, tidy and methodical, highly recommend Been using the site since November",workmanship_quality
F01276,2025-10-19,customer,survey,"not happy. the ladder he used was visibly damaged, i mentioned it and got shrugged at",safety_issue
F01277,2025-10-06,customer,review,"not happy. booked a morning slot, waited 40 minutes, nobody came. no explanation please sort it out",provider_no_show
F01278,2026-01-28,provider,review,"Honestly, The availability calendar doesn't keep my changes after I close it Second time this has happened",app_bug
F01279,2025-12-05,provider,review,"Honestly, Can't update my coverage zones, the save button is greyed out Otherwise fine",app_bug
F01280,2025-10-27,provider,support,Just to say The availability calendar doesn't keep my changes after I close it,app_bug
F01281,2025-12-17,customer,review,"FYI Got one text and then silence, no idea if I have a tradesperson or not Would appreciate a reply",provider_communication
F01282,2026-02-22,customer,support,"Just to say Brilliant at talking me through the options, I was dreading this and it was painless Been using the site since November",workmanship_quality
F01283,2026-02-19,provider,survey,"The customer was actually two counties away, the address must have been typed wrong",lead_quality
F01284,2025-12-31,customer,support,update - turned up 25 minutes into a one hour slot and still charged the full hour this was in z10,provider_no_show
F01285,2025-09-10,customer,review,Update - Nice enough but I didn't feel much had been done after ten hours,workmanship_quality
F01286,2025-10-16,customer,support,Feedback: Nice enough but I didn't feel much had been done after ten hours,workmanship_quality
F01287,2026-01-23,customer,review,"Not happy. Two appointments in a row moved at the last minute, I've lost a week Please sort it out",provider_no_show
F01288,2025-12-13,provider,review,"Not happy. Explains things in a way that actually makes sense, worth every penny This was in Z23",workmanship_quality
F01289,2025-10-18,customer,support,"quick one: filled in my details twice and heard nothing, is this site even active otherwise fine",provider_communication
F01290,2026-01-23,provider,support,quick one: paid for a lead and the customer's number was disconnected this was in z27,lead_quality
F01291,2025-12-09,provider,review,"quick one: was promised my money back for the fake enquiry, 3 days later still waiting this was in z06",credits_refund
F01292,2025-09-06,customer,review,FYI Price on the profile said £36 but he charged £41 per hour Been using the site since November,price_dispute
F01293,2025-09-03,customer,review,"Not happy. The ladder he used was visibly damaged, I mentioned it and got shrugged at Would appreciate a reply -- This message was sent via the marketplace app",safety_issue
F01294,2025-09-27,provider,review,Just to say The availability calendar doesn't keep my changes after I close it Cheers,app_bug
F01295,2025-11-17,provider,review,"Hi, Map view is blank on my phone since the last update This was in Z23",app_bug
F01296,2026-01-26,customer,review,"Update - Still waiting for someone to call me back, it's been 2 days Please sort it out",provider_communication
F01297,2025-10-08,provider,review,"feedback: can't update my coverage zones, the save button is greyed out thanks",app_bug
F01298,2025-12-08,customer,survey,"Felt rushed, didn't finish the sealing properly before leaving Not impressed Sent from my iPhone",workmanship_quality
F01299,2025-09-20,customer,support,"update - explains things in a way that actually makes sense, worth every penny please sort it out",workmanship_quality
F01300,2026-01-19,customer,support,"Quick one: Really thorough, explained the whole job clearly and finished ahead of time! Been using the site since October Regards,",workmanship_quality
F01301,2025-09-12,customer,survey,n/a,noise
F01302,2026-02-24,provider,review,"So My balance went down by 14 and I didn't buy anything, what happened Please sort it out Sent from my iPhone",credits_refund
F01303,2026-01-22,customer,review,"Honestly, Left me waiting at the property in Z05 all morning, no message nothing Sent from my iPhone",provider_no_show
F01304,2026-02-22,provider,survey,"Hi, Can't update my coverage zones, the save button is greyed out This was in Z11",app_bug
F01305,2026-02-07,customer,review,"Feedback: Got one text and then silence, no idea if I have a tradesperson or not Cheers",provider_communication
F01306,2025-11-16,customer,support,"Really thorough, explained the whole job clearly and finished ahead of time! Thanks my number is 07700 900676",workmanship_quality
F01307,2025-09-11,provider,support,Quick one: Third enquiry this week where the person says they never filled anything in Cheers my number is 07700 900839,lead_quality
F01308,2026-02-09,provider,support,"Quick one: Requested a refund for a dead lead 2 weeks ago, still nothing",credits_refund
F01309,2026-01-14,provider,support,"hi, customers keep saying they already found someone by the time i call cheers Sent from my iPhone",lead_quality
F01310,2026-02-05,provider,review,"Not happy. Kept coming back for the same fault each week, no real progress at all Been using the site since January",workmanship_quality
F01311,2026-01-13,customer,support,ok,noise
F01312,2026-02-18,provider,support,"requested a refund for a dead lead 2 weeks ago, still nothing otherwise fine",credits_refund
F01313,2025-12-27,customer,support,fine,noise
F01314,2026-02-10,provider,support,"so charged for a lead i never accepted, please refund please sort it out",credits_refund
F01315,2026-02-06,provider,support,ok,noise
F01316,2026-03-01,customer,survey,"Just to say Snapped at me when I asked a question, made the whole thing uncomfortable Second time this has happened",workmanship_quality
F01317,2025-10-06,provider,review,"Not happy. Can't update my coverage zones, the save button is greyed out Please sort it out",app_bug
F01318,2025-09-22,provider,review,"Feedback: Can't update my coverage zones, the save button is greyed out -- This message was sent via the marketplace app",app_bug
F01319,2026-03-01,provider,support,"Update - Lead was from Z20 which I don't even cover, why was it sent to me",lead_quality
F01320,2025-11-14,customer,review,"FYI Spent most of the visit on his phone, barely explained anything I live near Z25 1DC",workmanship_quality
F01321,2026-01-04,customer,review,"FYI Booked a morning slot, waited 40 minutes, nobody came. No explanation Thanks",provider_no_show
F01322,2025-10-03,customer,review,"Quick one: Left me waiting at the property in Z10 all morning, no message nothing This was in Z10 I live near Z19 4BA",provider_no_show
F01323,2026-02-24,provider,support,Provider bought my lead but never contacted me my number is 07700 900989,provider_communication
F01324,2025-11-04,provider,support,Feedback: Map view is blank on my phone since the last update Been using the site since December Sent from my iPhone,app_bug
F01325,2025-10-25,customer,review,"Honestly, Lovely clean job, everything tested and certified before he left Otherwise fine -- This message was sent via the marketplace app",safety_issue
F01326,2025-10-09,provider,survey,"Honestly, The refund button does nothing, credits just disappeared Been using the site since September",credits_refund
F01327,2026-01-13,provider,survey,"update - credits not refunded after the customer cancelled, support not replying not impressed",credits_refund
F01328,2026-03-01,customer,support,"Booked a morning slot, waited 40 minutes, nobody came. No explanation Second time this has happened",provider_no_show
F01329,2026-01-30,customer,review,Not happy. He simply didn't show up on Saturday and went quiet afterwards Thanks -- This message was sent via the marketplace app,provider_no_show
F01330,2025-11-07,customer,support,"Just to say Warning light on the boiler the whole time, was told to ignore it Not impressed my number is 07700 900346 Sent from my iPhone",safety_issue
F01331,2025-11-11,customer,support,"Snapped at me when I asked a question, made the whole thing uncomfortable Please sort it out Regards,",workmanship_quality
F01332,2025-09-05,provider,support,Customers keep saying they already found someone by the time I call Please sort it out,lead_quality
F01333,2025-11-22,customer,review,"just to say explains things in a way that actually makes sense, worth every penny second time this has happened",workmanship_quality
F01334,2025-10-01,customer,review,quick one: paid for the lead apparently but i never heard from anyone not impressed,provider_communication
F01335,2025-11-30,customer,survey,update - asked for cash up front for the full job then said the rate had gone up this was in z09 my number is 07700 900842,price_dispute
F01336,2026-02-10,provider,survey,"was late again by half an hour, third time this month thanks",provider_no_show
F01337,2025-12-14,provider,support,update - third enquiry this week where the person says they never filled anything in please sort it out,lead_quality
F01338,2025-11-11,customer,review,"Explains things in a way that actually makes sense, worth every penny Second time this has happened",workmanship_quality
F01339,2026-01-17,customer,support,"feedback: great tradesperson, tidy and methodical, highly recommend not impressed",workmanship_quality
F01340,2026-02-28,provider,review,The availability calendar doesn't keep my changes after I close it Please sort it out,app_bug
F01341,2026-02-13,provider,support,Just to say Two refunds approved by email but nothing showing in the account Otherwise fine my number is 07700 900774,credits_refund
F01342,2025-10-24,customer,review,just to say provider bought my lead but never contacted me been using the site since september,provider_communication
F01343,2025-10-04,customer,review,nice enough but i didn't feel much had been done after ten hours cheers my number is 07700 900975,workmanship_quality
F01344,2025-11-11,customer,survey,FYI Nobody got in touch after I filled in the form -- This message was sent via the marketplace app,provider_communication
F01345,2025-09-15,provider,review,"Quick one: My balance went down by 10 and I didn't buy anything, what happened Please sort it out",credits_refund
F01346,2025-09-21,customer,support,"Was late again by half an hour, third time this month -- This message was sent via the marketplace app",provider_no_show
F01347,2026-02-11,provider,survey,"FYI The customer was actually two counties away, the address must have been typed wrong Cheers",lead_quality
F01348,2025-10-25,customer,support,"Lovely clean job, everything tested and certified before he left",safety_issue
F01349,2026-01-07,customer,support,"Warning light on the boiler the whole time, was told to ignore it Been using the site since October",safety_issue
F01350,2026-02-11,provider,survey,"Just to say My balance went down by 2 and I didn't buy anything, what happened This was in Z02",credits_refund
F01351,2026-02-20,customer,review,Nobody got in touch after I filled in the form Please sort it out,provider_communication
F01352,2025-10-10,provider,support,"Credits not refunded after the customer cancelled, support not replying This was in Z13 Sent from my iPhone",credits_refund
F01353,2026-02-06,provider,support,notifications arrive hours late so i miss leads thanks,app_bug
F01354,2025-12-25,customer,support,"Kept coming back for the same fault each week, no real progress at all Thanks -- This message was sent via the marketplace app",workmanship_quality
F01355,2025-11-27,customer,survey,"Explains things in a way that actually makes sense, worth every penny This was in Z14",workmanship_quality
F01356,2026-01-28,customer,survey,Not happy. Asked for cash up front for the full job then said the rate had gone up Thanks,price_dispute
F01357,2026-01-23,customer,support,Left exposed wiring behind the panel and said it would be fine,safety_issue
F01358,2025-09-23,provider,support,Quick one: Notifications arrive hours late so I miss leads I live near Z16 3EB,app_bug
F01359,2025-12-14,customer,review,"Every visit had a clear plan and a recap at the end, finished in 3 days Cheers",workmanship_quality
F01360,2025-09-26,customer,survey,So Nobody got in touch after I filled in the form,provider_communication
F01361,2026-01-10,customer,support,"Quick one: Was told £31 an hour, invoice came in at £45, no explanation Would appreciate a reply -- This message was sent via the marketplace app",price_dispute
F01362,2025-12-05,customer,support,"Update - Felt rushed, didn't finish the sealing properly before leaving Would appreciate a reply",workmanship_quality
F01363,2026-01-12,customer,review,"Brilliant at talking me through the options, I was dreading this and it was painless Would appreciate a reply",workmanship_quality
F01364,2025-12-02,customer,survey,"Not happy. Kept coming back for the same fault each week, no real progress at all Thanks",workmanship_quality
F01365,2025-10-27,provider,support,Not happy. The availability calendar doesn't keep my changes after I close it,app_bug
F01366,2026-02-01,provider,survey,"Not happy. Same customer sent to me twice, charged twice Would appreciate a reply Sent from my iPhone",lead_quality
F01367,2025-11-19,provider,review,"Login loop on Android, keeps sending me back to the start screen Please sort it out",app_bug
F01368,2025-09-09,provider,survey,"Honestly, Someone wanting an installation sent to me, I only do repairs, that's on you Not impressed",lead_quality
F01369,2026-02-17,customer,review,So Asked for cash up front for the full job then said the rate had gone up Please sort it out,price_dispute
F01370,2026-01-27,customer,review,Paid for the lead apparently but I never heard from anyone Cheers,provider_communication
F01371,2025-10-12,provider,review,"Not happy. Was told £39 an hour, invoice came in at £41, no explanation Regards,",price_dispute
F01372,2025-12-04,customer,review,Provider bought my lead but never contacted me,provider_communication
F01373,2026-01-21,provider,support,"Honestly, Getting enquiries from people who want work in three months, not now Been using the site since December",lead_quality
F01374,2025-10-21,provider,review,"Quick one: The customer was actually two counties away, the address must have been typed wrong Second time this has happened email me at sophie65@example.com",lead_quality
F01375,2025-12-21,provider,review,"Feedback: Was promised my money back for the fake enquiry, 7 days later still waiting Otherwise fine",credits_refund
F01376,2026-01-26,customer,review,"Not happy. Asked for cash up front for the full job then said the rate had gone up Not impressed Regards,",price_dispute
F01377,2025-12-05,customer,survey,"Hi, Filled in my details twice and heard nothing, is this site even active Otherwise fine -- This message was sent via the marketplace app",provider_communication
F01378,2026-02-22,customer,review,Rates changed after the first day of work without warning Otherwise fine,price_dispute
F01379,2025-11-25,customer,review,"Expensive compared to what was advertised, felt misled email me at priya62@example.com",price_dispute
F01380,2025-12-27,customer,survey,Quick one: Would be nice to actually get a response from the person I was matched with Otherwise fine,provider_communication
F01381,2025-12-28,customer,review,"Kept coming back for the same fault each week, no real progress at all Otherwise fine",workmanship_quality
F01382,2025-09-23,customer,review,"explains things in a way that actually makes sense, worth every penny this was in z01",workmanship_quality
F01383,2025-09-28,provider,review,Not happy. The availability calendar doesn't keep my changes after I close it Would appreciate a reply,app_bug
F01384,2026-01-19,customer,review,update - turned up 25 minutes into a one hour slot and still charged the full hour my number is 07700 900459,provider_no_show
F01385,2026-02-13,provider,survey,The multi-day discount on the profile turned out not to exist Thanks,price_dispute
F01386,2025-12-03,customer,support,"Just to say Hidden fees for materials and disposal, not mentioned before This was in Z21",price_dispute
F01387,2026-02-03,customer,review,"Update - Site left spotless and every connection checked, felt genuinely professional Would appreciate a reply I live near Z27 1CD",safety_issue
F01388,2025-10-29,customer,support,"FYI Asked for cash up front for the full job then said the rate had gone up Would appreciate a reply Regards,",price_dispute
F01389,2026-02-10,customer,review,not happy. paid for the lead apparently but i never heard from anyone,provider_communication
F01390,2025-09-17,customer,review,quick one: nobody got in touch after i filled in the form would appreciate a reply,provider_communication
F01391,2025-11-08,customer,review,Just to say He simply didn't show up on Saturday and went quiet afterwards Not impressed,provider_no_show
F01392,2025-11-19,customer,support,"Just to say Great tradesperson, tidy and methodical, highly recommend",workmanship_quality
F01393,2025-11-17,provider,support,"charged for a lead i never accepted, please refund",credits_refund
F01394,2026-01-20,provider,support,"So Login loop on Android, keeps sending me back to the start screen Not impressed",app_bug
F01395,2026-02-07,provider,support,"So Requested a refund for a dead lead 2 weeks ago, still nothing Otherwise fine",credits_refund
F01396,2025-10-02,provider,support,"login loop on android, keeps sending me back to the start screen please sort it out my number is 07700 900711",app_bug
F01397,2026-01-26,provider,survey,"Hi, Getting enquiries from people who want work in three months, not now Would appreciate a reply",lead_quality
F01398,2025-12-02,provider,review,"Can't update my coverage zones, the save button is greyed out email me at olga50@example.com",app_bug
F01399,2025-11-20,customer,support,"Feedback: Still waiting for someone to call me back, it's been 4 days Please sort it out email me at ahmed57@example.com",provider_communication
F01400,2025-12-14,customer,review,"Hi, Kept coming back for the same fault each week, no real progress at all Second time this has happened",workmanship_quality
F01401,2026-02-09,provider,review,update - paid for a lead and the customer's number was disconnected please sort it out,lead_quality
F01402,2025-10-05,customer,support,"update - explains things in a way that actually makes sense, worth every penny been using the site since october I live near Z29 7AE",workmanship_quality
F01403,2026-01-10,provider,review,"Hi, Can't update my coverage zones, the save button is greyed out Not impressed",app_bug
F01404,2025-09-09,provider,survey,Feedback: The multi-day discount on the profile turned out not to exist Would appreciate a reply -- This message was sent via the marketplace app,price_dispute
F01405,2025-12-04,customer,support,Nobody got in touch after I filled in the form Sent from my iPhone,provider_communication
F01406,2026-01-16,provider,review,fine,noise
F01407,2025-09-02,customer,survey,fyi nobody got in touch after i filled in the form cheers my number is 07700 900276,provider_communication
F01408,2026-01-15,customer,review,"So Great tradesperson, tidy and methodical, highly recommend Please sort it out my number is 07700 900694",workmanship_quality
F01409,2025-11-13,provider,review,The app crashes every time I open the leads tab Would appreciate a reply,app_bug
F01410,2025-10-22,provider,review,Update - Map view is blank on my phone since the last update Been using the site since October,app_bug
F01411,2025-09-23,customer,review,"Honestly, Still waiting for someone to call me back, it's been 11 days Cheers Sent from my iPhone",provider_communication
F01412,2026-01-12,customer,review,"Explains things in a way that actually makes sense, worth every penny Not impressed email me at priya56@example.com Sent from my iPhone",workmanship_quality
F01413,2025-11-25,customer,support,"Feedback: Kept coming back for the same fault each week, no real progress at all Would appreciate a reply",workmanship_quality
F01414,2025-10-27,provider,survey,"feedback: login loop on android, keeps sending me back to the start screen cheers",app_bug
F01415,2025-10-11,customer,review,"So Snapped at me when I asked a question, made the whole thing uncomfortable",workmanship_quality
F01416,2026-01-20,customer,survey,provider ahmed didn't turn up for the first visit and never called please sort it out I live near Z30 1BC -- This message was sent via the marketplace app,provider_no_show
F01417,2025-09-19,provider,survey,"Honestly, Uploaded a new profile photo and it shows sideways Thanks",app_bug
F01418,2025-09-11,provider,review,"Honestly, Warning light on the boiler the whole time, was told to ignore it Please sort it out",safety_issue
F01419,2026-02-03,customer,support,"fyi great tradesperson, tidy and methodical, highly recommend cheers",workmanship_quality
F01420,2026-02-09,customer,review,So Nice enough but I didn't feel much had been done after ten hours,workmanship_quality
F01421,2025-10-13,provider,support,"Update - Was promised my money back for the fake enquiry, 11 days later still waiting This was in Z12",credits_refund
F01422,2026-02-25,customer,support,"Really thorough, explained the whole job clearly and finished ahead of time! Second time this has happened",workmanship_quality
F01423,2025-12-04,provider,support,"honestly, requested a refund for a dead lead 2 weeks ago, still nothing second time this has happened",credits_refund
F01424,2025-12-18,customer,support,"just to say kept coming back for the same fault each week, no real progress at all would appreciate a reply",workmanship_quality
F01425,2025-09-16,customer,review,"Just to say Great tradesperson, tidy and methodical, highly recommend Thanks",workmanship_quality
F01426,2026-02-04,provider,support,"quick one: credits not refunded after the customer cancelled, support not replying otherwise fine my number is 07700 900512 -- This message was sent via the marketplace app",credits_refund
F01427,2026-02-08,provider,support,"Update - Credits not refunded after the customer cancelled, support not replying Would appreciate a reply",credits_refund
F01428,2025-12-23,provider,survey,the availability calendar doesn't keep my changes after i close it this was in z28,app_bug
F01429,2026-01-27,customer,survey,"Just to say Kept coming back for the same fault each week, no real progress at all Not impressed",workmanship_quality
F01430,2025-12-18,provider,support,"Quick one: Charged for a lead I never accepted, please refund Otherwise fine I live near Z30 7FF",credits_refund
F01431,2025-11-26,provider,review,Two refunds approved by email but nothing showing in the account Would appreciate a reply,credits_refund
F01432,2026-02-10,customer,support,"Kept coming back for the same fault each week, no real progress at all",workmanship_quality
F01433,2025-12-11,provider,review,"Update - Left me waiting at the property in Z29 all morning, no message nothing Otherwise fine",provider_no_show
F01434,2026-02-26,provider,support,Paid for a lead and the customer's number was disconnected,lead_quality
F01435,2025-10-07,provider,review,"Not happy. Spent most of the visit on his phone, barely explained anything Please sort it out my number is 07700 900794 Regards,",workmanship_quality
F01436,2025-10-26,provider,support,"honestly, the customer was actually two counties away, the address must have been typed wrong this was in z25",lead_quality
F01437,2026-01-10,customer,support,"hi, would be nice to actually get a response from the person i was matched with been using the site since september",provider_communication
F01438,2026-01-04,provider,survey,just to say bought 7 leads this month and only one picked up the phone second time this has happened,lead_quality
F01439,2025-12-10,customer,support,??,noise
F01440,2025-09-05,customer,review,so quoted one price then asked for more once the work started otherwise fine,price_dispute
F01441,2025-11-07,provider,review,good,noise
F01442,2025-12-05,provider,review,"Feedback: Sent three messages, no reply for a week Been using the site since December",provider_communication
F01443,2025-12-17,provider,support,Not happy. Notifications arrive hours late so I miss leads Cheers,app_bug
F01444,2025-11-11,provider,support,just to say bought 7 leads this month and only one picked up the phone second time this has happened,lead_quality
F01445,2026-02-11,customer,survey,"quick one: expensive compared to what was advertised, felt misled",price_dispute
F01446,2025-09-07,provider,survey,"FYI Lead was from Z24 which I don't even cover, why was it sent to me Been using the site since November",lead_quality
F01447,2026-01-16,customer,review,"feedback: every visit had a clear plan and a recap at the end, finished in 6 days this was in z11 I live near Z12 1DF",workmanship_quality
F01448,2025-10-25,provider,support,"Hi, The app crashes every time I open the leads tab",app_bug
F01449,2025-11-25,provider,survey,The availability calendar doesn't keep my changes after I close it Not impressed,app_bug
F01450,2025-12-29,customer,review,"sent three messages, no reply for a week this was in z06",provider_communication
F01451,2025-09-16,provider,review,Quick one: The availability calendar doesn't keep my changes after I close it Cheers,app_bug
F01452,2026-01-11,customer,support,Asked for cash up front for the full job then said the rate had gone up Not impressed,price_dispute
F01453,2025-12-10,customer,support,Update - He simply didn't show up on Saturday and went quiet afterwards Please sort it out,provider_no_show
F01454,2025-09-25,provider,review,Quick one: Top up went through on my card but the balance didn't change Would appreciate a reply I live near Z22 5AE,credits_refund
F01455,2025-12-16,provider,review,"Quick one: Filled in my details twice and heard nothing, is this site even active -- This message was sent via the marketplace app",provider_communication
F01456,2025-09-05,provider,support,update - bought 4 leads this month and only one picked up the phone cheers,lead_quality
F01457,2025-10-31,provider,survey,"Feedback: Can't update my coverage zones, the save button is greyed out Would appreciate a reply email me at sophie82@example.com",app_bug
F01458,2025-09-20,provider,review,"Update - Cancelled on me twice last minute, really unreliable Sent from my iPhone",provider_no_show
F01459,2026-01-01,customer,support,"Just to say Great tradesperson, tidy and methodical, highly recommend This was in Z12 email me at priya88@example.com",workmanship_quality
F01460,2026-01-04,customer,review,"kept coming back for the same fault each week, no real progress at all cheers",workmanship_quality
F01461,2026-02-21,provider,survey,"Someone wanting an installation sent to me, I only do repairs, that's on you Would appreciate a reply Regards,",lead_quality
F01462,2026-02-24,customer,support,Not happy. Would be nice to actually get a response from the person I was matched with,provider_communication
F01463,2025-12-27,customer,review,"lovely clean job, everything tested and certified before he left second time this has happened -- This message was sent via the marketplace app",safety_issue
F01464,2026-01-07,customer,review,Quick one: Nice enough but I didn't feel much had been done after ten hours Cheers,workmanship_quality
F01465,2026-02-26,customer,support,"Hi, Expensive compared to what was advertised, felt misled",price_dispute
F01466,2025-11-02,provider,support,Quick one: Notifications arrive hours late so I miss leads Cheers,app_bug
F01467,2026-02-04,provider,review,"Not happy. The refund button does nothing, credits just disappeared Been using the site since October I live near Z08 2BA Sent from my iPhone",credits_refund
F01468,2025-10-25,provider,support,"quick one: was promised my money back for the fake enquiry, 4 days later still waiting",credits_refund
F01469,2026-01-04,customer,review,FYI Paid for the lead apparently but I never heard from anyone Not impressed,provider_communication
F01470,2025-11-15,customer,review,"fyi explains things in a way that actually makes sense, worth every penny been using the site since november my number is 07700 900254",workmanship_quality
F01471,2025-10-27,customer,survey,Update - Provider Priya didn't turn up for the first visit and never called,provider_no_show
F01472,2025-09-27,provider,support,"Just to say Really thorough, explained the whole job clearly and finished ahead of time! Would appreciate a reply",workmanship_quality
F01473,2025-12-28,customer,survey,fyi quoted one price then asked for more once the work started second time this has happened,price_dispute
F01474,2025-09-26,customer,survey,"Kept coming back for the same fault each week, no real progress at all Please sort it out Sent from my iPhone",workmanship_quality
F01475,2026-01-02,provider,support,"just to say my balance went down by 6 and i didn't buy anything, what happened cheers my number is 07700 900398",credits_refund
F01476,2025-10-18,customer,review,"really thorough, explained the whole job clearly and finished ahead of time! thanks",workmanship_quality
F01477,2025-12-28,customer,review,not happy. price on the profile said £30 but he charged £46 per hour my number is 07700 900862,price_dispute
F01478,2026-02-03,customer,review,So Turned up 25 minutes into a one hour slot and still charged the full hour Would appreciate a reply,provider_no_show
F01479,2025-10-24,customer,survey,"Snapped at me when I asked a question, made the whole thing uncomfortable",workmanship_quality
F01480,2026-01-26,customer,support,Paid for the lead apparently but I never heard from anyone my number is 07700 900437,provider_communication
F01481,2026-01-27,customer,support,"so every visit had a clear plan and a recap at the end, finished in 10 days thanks",workmanship_quality
F01482,2026-01-07,customer,survey,"Honestly, Brilliant at talking me through the options, I was dreading this and it was painless Would appreciate a reply I live near Z13 5AD",workmanship_quality
F01483,2026-02-01,customer,support,good,noise
F01484,2025-11-27,customer,survey,"filled in my details twice and heard nothing, is this site even active otherwise fine",provider_communication
F01485,2025-09-07,customer,support,Quick one: Paid for the lead apparently but I never heard from anyone I live near Z21 4BE Sent from my iPhone,provider_communication
F01486,2026-02-27,provider,survey,just to say two refunds approved by email but nothing showing in the account please sort it out,credits_refund
F01487,2025-09-04,customer,support,"not happy. felt rushed, didn't finish the sealing properly before leaving thanks",workmanship_quality
F01488,2026-02-01,customer,support,"Honestly, Snapped at me when I asked a question, made the whole thing uncomfortable Not impressed -- This message was sent via the marketplace app",workmanship_quality
F01489,2025-10-23,provider,review,"Hi, Two refunds approved by email but nothing showing in the account",credits_refund
F01490,2026-02-08,customer,review,"Update - Really thorough, explained the whole job clearly and finished ahead of time!",workmanship_quality
F01491,2026-02-24,customer,support,"just to say snapped at me when i asked a question, made the whole thing uncomfortable please sort it out",workmanship_quality
F01492,2026-02-16,provider,survey,update - nice enough but i didn't feel much had been done after ten hours not impressed,workmanship_quality
F01493,2026-02-01,customer,review,"got one text and then silence, no idea if i have a tradesperson or not thanks email me at ahmed75@example.com",provider_communication
F01494,2025-09-30,customer,survey,"Cancelled on me twice last minute, really unreliable Would appreciate a reply",provider_no_show
F01495,2025-10-28,customer,review,"Honestly, Expensive compared to what was advertised, felt misled",price_dispute
F01496,2025-11-12,provider,review,"Update - Customer never answered, wasted credits again Not impressed",lead_quality
F01497,2026-01-17,customer,review,"update - two appointments in a row moved at the last minute, i've lost a week this was in z03 my number is 07700 900861",provider_no_show
F01498,2026-01-09,provider,survey,"So Every visit had a clear plan and a recap at the end, finished in 2 days This was in Z25",workmanship_quality
F01499,2025-11-07,customer,support,"Update - The ladder he used was visibly damaged, I mentioned it and got shrugged at This was in Z26",safety_issue
F00851,2026-02-15,provider,review,"Just to say Same customer sent to me twice, charged twice Otherwise fine",lead_quality
F00816,2026-02-18,customer,support,"not happy. brilliant at talking me through the options, i was dreading this and it was painless please sort it out",workmanship_quality
F00919,2026-01-29,provider,review,"Charged for a lead I never accepted, please refund Been using the site since November",credits_refund
F01042,2025-09-03,provider,review,"Lovely clean job, everything tested and certified before he left Not impressed",safety_issue
F00581,2025-11-11,provider,review,"Update - Requested a refund for a dead lead 2 weeks ago, still nothing Thanks my number is 07700 900807",credits_refund
